Gene_Symbol,disease_association,essential_gene,loss_of_function_tolerance,loss_of_function_constraint,observed_expected_lof_ratio,rvis_score,gwas_associations,protein_protein_interactions,chemical_gene_interactions,drug_interaction_types,known_antibodies,antibody,antibody_availability,small_molecule,tractable_modalities,overall_therapeutic_potential,functional_characterization,protein_domains,protein_length,expression_tissue_specificity,expression_specificity,expression_broadly_expressed,alternative_splicing
UNC5CL,,,0.0,,0.91,,0.6,0.75,0.9,,0.7,,,,0.9,,,,0.8,0.95,,,
UNC5D,,,,,,,,,,,,0.9,,,,,,,,,,,
UNC79,,,,,,,,,,,,0.8,,0.7,,,,,,,,,
UNC80,,,,,,,,,,,,0.9,,0.7,,,,,,,,,
UNC93A,,,0.0,,0.5,,,,0.6,,0.8,,,,0.9,0.7,,,0.7,1.0,,,
UNC93B1,0.8,,0.41,,0.22,,,,0.65,,,,0.9,,0.75,,,,0.5,0.82,,,
UNCX,0.6,,1.0,,,,,,,,,,0.9,,,,,,,,,,
UNG,0.8,,0.0,,0.46,,,,0.85,,0.9,,,,0.8,,,,0.5,,,0.6,
UNK,,,,1.0,0.07,,0.4,,0.5,,0.6,,,,0.7,,,,0.8,,,,
UNKL,,,,0.76,0.19,,,0.5,0.87,,,,0.96,,0.9,,,0.8,0.68,,,,
UPB1,0.8,,0.0,,0.88,,,,0.5,,0.6,,,,0.7,,,,0.5,1.0,,,
UPF1,,1.0,,1.0,0.93,,,,0.8,,,,0.9,,,,,,0.7,,,,0.7
UPF2,,1.0,,1.0,0.97,,,,0.7,,0.9,,,,0.8,,,,0.8,,,,
UPF3A,,,0.0,,0.59,,,0.68,0.87,,0.61,,,,0.8,,,,0.76,,,0.56,
UPF3B,,,,,,,,,,,,,,,,,,,,,,,
UPK1A,,,0.0,,0.5,,,0.8,0.7,,0.9,,,,0.8,,,,0.6,1.0,,,
UPK1B,,,0.0,,0.84,,,,0.8,,0.9,,,,,0.7,,,0.5,,,,
UPK2,,1.0,0.0,,0.7,,,0.7,0.6,,0.9,,,,0.7,0.75,,,0.5,,,,
UPK3A,,,0.0,,0.6,,,,0.7,,0.9,,,,0.8,,,,0.5,,,,0.5
UPK3B,,,0.0,,0.64,,0.4,0.2,0.6,,0.85,,,,0.5,,,,0.8,0.99,,,
UPK3BL2,,,,,,,,,,,,0.9,,,,,,,,,,,
UPP1,,,0.0,,0.61,,,0.4,0.8,,0.9,,,,0.7,,,,0.5,,,,
UPP2,,,0.0,,0.47,,,,0.8,,0.9,,,,0.6,,,,0.5,,,,
UPRT,0.7,,,0.6,0.17,,,0.05,0.1,,0.18,,,,,,,,0.309,,,0.5,
UQCC1,,,0.0,,,,0.7,0.6,,,,,0.9,,0.7,,0.8,,,,,,
UQCC2,0.7,,0.8,,,,,,,,,,0.9,,0.7,,,,,,,,
UQCC3,0.8,,0.0,,0.0,,,,0.7,,0.6,,,,0.7,0.6,,,0.5,,,0.5,
UQCR10,,,,,,,,,,,,0.8,,0.6,,,,,,,,,
UQCR11,,,,,,,,,,,,,,,,,,,,,,,
UQCRB,0.7,,0.8,,,,,,,,,,,,0.8,0.75,,,,,,0.7,
UQCRC1,,,,,,,,,,,,0.8,,0.75,,,,,,,,,
UQCRC2,,,,,,,,,,,,0.8,,0.6,,,,,,,,,
UQCRFS1,,,,,,,,,,,,0.8,,0.6,,,,,,,,,
UQCRFS1P1,,,1.0,,1.0,,,,0.6,,,,,,,,,,0.5,,,0.8,
UQCRH,,,0.0,,0.63,,,0.7,0.8,,0.9,,,,,0.7,,,0.1,,,0.5,
UQCRHL,,,0.0,,,,,,,,,,,,,0.5,,,,,,,
UQCRQ,,,,,,,,,,,,0.8,,0.6,,,,,,,,,
URAD,,,0.0,,,,0.5,,,,,,0.6,,,,0.7,,,,1.0,,
URB1,,,1.0,,1.0,,,,0.7,,0.9,,,,0.7,,,,0.8,0.6,,,
URB1-AS1,,,1.0,,1.0,,,,0.8,,,,,,,,,,0.2,,,,
URB2,,,0.0,,0.63,,,,0.7,,0.9,,,,0.7,,,,0.5,,,,
URGCP,,,,0.54,0.21,,,,0.78,,0.87,,,,0.75,,,,0.93,,,,
URI1,,,0.0,,,,0.8,,,,,,0.9,,,,,,,,,,
URM1,,,0.7,,0.5,,,0.3,0.5,,0.8,,,,0.5,,0.7,,0.4,,,0.6,
UROC1,0.8,,0.0,,,,,,,,,,0.9,,0.6,,,,,,1.0,,
UROD,0.8,1.0,0.0,,0.73,,,0.5,0.7,,0.9,,,,0.8,,,,,,,0.6,
UROS,,1.0,0.02,,0.37,,0.5,0.6,0.8,,0.9,,,,,0.65,,,,,,0.5,
USB1,0.8,,0.0,,0.52,,,0.7,0.6,,0.7,,,,0.6,,0.4,,0.5,,,0.5,
USE1,,1.0,0.0,,,,,0.6,,,,,0.8,,0.8,0.7,0.9,,0.5,,,,
USF1,0.6,,0.8,,,,0.7,0.7,,,,,0.9,,,,,,,,,0.6,0.4
USF2,,1.0,,1.0,0.1,,0.9,,0.7,,0.8,,,,0.8,,,,0.5,,,0.6,
USF3,,,0.0,,0.0,,,,0.6,,0.7,,,,0.6,,,0.9,0.8,,,0.5,
USH1C,0.8,,0.0,,,,,,,,,,0.9,,0.75,0.75,0.85,,,,0.97,,
USH1G,0.8,,0.0,,,,,0.5,,,,,0.9,,0.8,0.7,0.7,,,,0.95,,
USH2A,0.9,,0.0,,0.74,,,,0.6,,0.7,,,,0.7,0.75,,,0.8,1.0,,,
USHBP1,,,0.0,,0.83,,,,0.6,,0.9,,,,,,,,0.7,,,,
USO1,,,,,,,,,,,,0.8,,,,,,,,,,,
USP1,,1.0,,1.0,0.9,,,0.6,0.7,,,,0.9,,0.7,,,,0.7,,,,
USP10,,,,1.0,0.08,,0.8,0.7,0.6,,0.7,,,,0.75,,,0.8,,,,0.5,
USP11,,,,1.0,0.97,0.85,,,0.8,,0.9,,,,0.9,0.83,,,0.6,,,,
USP12,,,,0.96,0.89,,,,0.87,,0.87,,,,,0.85,,,0.74,,,,
USP13,,,0.0,,0.52,,,,0.85,,0.9,,,,0.75,0.85,,,0.7,,,,
USP14,0.7,,,0.92,0.17,,,0.6,0.75,0.4,0.88,,,,0.8,0.7,,,0.49,,,0.52,
USP15,0.6,,,1.0,0.89,,0.5,,0.7,,0.8,,,,,,,,0.6,0.63,,,0.7
USP16,0.7,1.0,0.0,,,,,0.6,,,,,0.9,,0.8,,0.9,,0.8,,,0.8,
USP17L1,,,0.0,,,,,,,,,,0.5,,,,,,,,,,
USP17L10,,,1.0,,1.0,,,,0.7,,,,0.6,,,,,,0.8,,,,
USP17L11,0.4,,0.0,,,,,,0.6,,0.7,,,,,,,,0.6,,,0.5,
USP17L12,,,0.0,,,,,,,,,,0.6,,,,,,,,,,
USP17L13,,,0.0,,0.0,,,,0.7,,,,,,,,,,0.5,,,0.4,
USP17L15,0.4,,0.0,,,,,,,,,,0.7,,,,,,,,,,
USP17L17,,,0.0,,,,,,,,,,0.7,,,,,,0.4,,,,
USP17L18,0.4,,0.0,,,,,,,,,,0.7,,,,,,,,,,
USP17L19,0.4,,0.0,,,,,,,,,,0.7,,,,,,,,,,
USP17L2,0.8,,0.0,,0.0,,,0.7,0.9,,1.0,,,,,,,,0.8,,,,
USP17L20,,,0.0,,,,,,,,,,0.6,,,,,,,,,,
USP17L21,0.4,,0.0,,,,,,,,,,0.7,,,,,,,,,,
USP17L22,0.4,,0.0,,,,,,,,,,0.7,,,,,,,,,,
USP17L23,,,0.0,,0.0,,,,,,,,,,,0.4,,,0.5,,,0.2,
USP17L3,,,0.0,,,,,,,,,,0.7,,,,,,0.4,,,,
USP17L30,,,1.0,,1.0,,,,0.7,,,,,,,,,0.9,0.5,,,,
USP17L4,,,0.0,,0.0,,,,0.6,,,,0.8,,,,,,0.5,,,0.4,
USP17L5,,,0.0,,,,,,0.6,,0.7,,,,,,,,0.6,,,0.5,
USP17L6P,,,0.0,,,,,,0.5,,,,,,,,,,,,,,
USP17L7,,,0.0,,0.0,,,,0.6,,0.8,,,,,0.6,,,0.5,,,,
USP17L8,,,1.0,,1.0,,,,0.7,,0.6,,,,,0.7,,,0.5,,,,
USP18,0.8,,0.0,,0.42,,,0.6,0.85,,0.9,,,,,0.75,,,0.5,0.95,,,
USP19,,,,,,,,,,,,,,,,,,,,,,,
USP2,,,,,,,,,,,,0.8,,0.6,,,,,,,,,
USP20,,,0.0,,0.67,,,0.2,0.8,,0.9,,,,,0.7,,,0.5,,,0.6,
USP21,,,,,,,,,,,,0.9,,0.7,,,,,,,,,
USP22,,,0.48,,0.22,,,,0.93,,0.88,,,,,0.78,,,0.52,,,0.52,
USP24,,,,1.0,0.9,,0.5,0.6,0.8,,0.9,,,,0.8,,,0.8,0.7,,,0.6,
USP25,,,,,,,,,,,,,,,,,,,,,,,
USP26,0.8,,0.0,,0.0,,,0.4,0.7,,0.9,,,,0.6,,0.9,0.5,0.6,1.0,,,
USP27X,0.8,,,0.93,0.0,,,,,,,,0.9,,0.9,,,,0.5,,,0.6,
USP28,,,0.0,,,,,,,,,,,,,,,,0.5,,0.6,,
USP29,,,1.0,,1.0,,,,0.7,,0.9,,,,0.8,,,,0.8,1.0,,,
USP3,,,,1.0,0.03,,0.7,0.4,0.8,,0.6,,,,0.6,,,0.9,0.5,0.72,,,
USP30,,,0.0,,,,0.8,,,,,,0.9,,0.8,0.75,,,,,,,
USP31,,,0.3,,,,0.8,,,,,,0.9,,0.9,0.75,,,,0.75,,,
USP32,,,,1.0,0.9,,,0.6,0.8,,0.9,,,,0.8,,,,0.7,,,,
USP33,,,,0.97,0.18,,,0.2,0.8,,0.9,,,,0.5,0.75,,0.6,0.75,,,0.54,
USP34,,,,1.0,0.05,,0.6,,0.7,,0.7,,,,0.8,,,0.9,0.8,,,0.6,
USP35,,,0.0,,0.48,,,,0.6,,0.9,,,,0.7,,,,0.8,0.76,,,
USP36,,,0.0,,,,,,,,,,0.8,,0.7,,,,,,,,
USP37,,,,,,,,,,,,,,,,,,,,,,,
USP38,,,0.0,,0.43,,,0.5,0.6,,0.9,,,,,,,,0.7,,,,
USP39,0.6,,0.9,,,,,,,,,,0.9,,,,0.8,,,,,,
USP4,0.7,,0.0,,,,0.8,0.6,0.7,,,,0.9,,0.8,,,,,,,0.5,
USP40,,,0.0,,0.66,,,,0.6,,0.68,,,,0.7,,,,0.85,,,,
USP42,,,,1.0,0.8,,,0.5,0.75,,0.85,,,,0.6,0.75,,,0.7,0.7,,,
USP43,,,0.14,,0.24,,,,0.8,,0.95,,,,0.75,,,,0.85,0.78,,,
USP44,,,0.0,,,,0.5,0.6,0.8,,,,0.9,,0.8,,,,,,0.97,,
USP45,0.8,,0.0,,,,,,,,,,0.9,,0.6,,,,,,0.7,,
USP46,,,,0.95,0.11,,,0.9,0.7,,0.87,,,,0.5,,,,0.366,0.73,,,
USP47,,,,1.0,0.94,,,0.75,0.8,,0.9,,,,0.8,0.85,,,0.7,,,0.6,
USP48,,,,1.0,0.8,0.9,0.9,0.6,0.7,,0.8,,,,0.8,,,0.85,,0.64,,,
USP49,,,,0.92,0.16,,,0.6,0.85,,0.9,,,,0.7,,,0.8,0.68,,,,
USP5,,1.0,,0.95,0.18,,,,0.75,0.5,0.9,,,,0.7,0.8,,,,,,,
USP50,,,0.0,,,,0.8,,0.7,,,,0.9,,,,,,,,1.0,,
USP51,,,0.11,,0.29,,,,0.7,,0.88,,,,0.8,,,,0.71,0.64,,,
USP53,,,0.0,,0.58,0.88,,,0.9,,0.61,,,,0.9,0.75,,,0.75,,,,
USP54,,,0.0,,0.4,,,,0.7,,0.9,,,,0.8,0.75,,0.85,0.8,0.76,,,
USP6,,,0.0,,0.79,,,,0.7,,0.9,,,,0.9,,,0.8,0.5,0.99,,,
USP6NL,,,,,,,,,,,,0.9,,,,,,,,,,,
USP7,,1.0,,1.0,0.01,,0.8,0.5,0.7,,0.6,,,,,,,,,,,0.6,
USP8,,,,,,,,,,,,0.8,,0.6,,,,,,,,,
USP9X,0.8,,,1.0,0.01,,,0.6,0.8,,,,0.9,,,,,,0.7,,,,
USP9Y,0.6,,0.8,,,,,,,,,,0.9,,0.75,,,,,,,,
USPL1,,,,,,,,,,,,,,,,,,,,,,,
UST,,,0.47,,0.21,,0.83,0.72,0.87,,0.86,,,,0.67,0.73,,,0.81,0.69,,,
UTF1,,,0.49,,0.0,0.0,,,0.7,,0.8,,,,,,,,0.5,,,,
UTP11,,,0.0,,0.0,,,0.6,0.7,,,,0.8,,0.5,0.6,,,0.5,,,0.6,
UTP14A,,,,1.0,0.9,,,0.4,0.5,,0.6,,,,0.7,,,,0.7,0.65,,,
UTP14C,,,0.9,,0.34,,,0.4,0.7,,0.8,,,,0.6,,,,0.5,,,0.6,
UTP15,,,,1.0,0.0,,,,0.6,,0.8,,,,0.7,0.8,,,0.7,0.65,,,
UTP18,,,,,,,,,,,,,,,,,,,,,,,
UTP20,,,,,,,,,,,,0.8,,0.5,,,,,,,,,
UTP23,,,0.09,,0.35,0.76,,,0.5,,0.48,,,,0.6,,,,0.25,,,0.59,
UTP3,,,0.0,,0.6,,,0.6,0.8,,0.9,,,,0.7,,,,0.5,0.64,,,
UTP4,0.9,,0.1,,,,,0.65,,,,,,,,,,,,,,,0.5
UTP6,,,0.0,,0.44,,,0.4,0.6,,0.8,,,,0.7,,,,0.5,,,,
UTRN,,,,,,,,,,,,,,,,,,,,,,,
UTS2,,,0.03,,0.52,,,0.1,0.14,,0.187,,,,0.8,,,,0.124,0.96,,,
UTS2B,,,0.0,,0.85,,,0.1,0.8,,0.9,,,,0.8,,,,0.5,,,,
UTS2R,,,0.0,,0.5,,,,0.7,0.8,0.9,,,,,,,0.9,0.5,,,,
UTY,,,,0.9,0.8,,,,0.8,,0.9,,,,0.7,,,,0.7,,,,
UVRAG,,,,0.99,0.14,,0.5,0.2,0.75,,0.8,,,,,0.75,,0.9,,,,,
UVSSA,0.8,,0.0,,,,,,,,,,0.9,,0.8,,0.9,,,,0.7,,0.6
UXS1,,,,,,,,,,,,1.0,,0.6,,,,,,,,,
UXT,,,,0.87,0.0,,,0.76,0.73,,0.94,,,,0.75,,,,0.79,0.61,,,
VAC14,,1.0,0.15,,0.25,,0.75,0.6,0.7,,0.8,,,,0.8,,,,,,,0.5,
VAMP1,0.8,,0.01,,0.5,,,,,,,,0.9,,,,,,,0.73,,,
VAMP2,,,,,,,,,,,,1.0,,0.5,,,,,,,,,
VAMP3,,,0.0,,,,0.8,0.6,0.7,,,,0.9,,0.9,,0.8,,,0.7,,,
VAMP4,,,,,,,,,,,,0.9,,,,,,,,,,,
VAMP5,,,0.01,,0.84,,0.6,0.75,0.8,,0.97,,,,0.7,0.65,,,0.116,0.73,,,
VAMP7,,,0.9,,0.4,,,0.4,0.7,,0.8,,,,,0.7,,,0.5,,,0.6,
VAMP8,,,,,,,,,,,,0.9,,,,,,,,,,,
VANGL1,0.8,,0.02,,0.33,,,,0.8,,,,0.9,,0.75,,,,0.52,0.73,,,
VANGL2,0.5,1.0,,0.82,0.17,,,0.6,0.8,,,,0.9,,0.7,,0.9,,,,0.86,,
VAPA,,,0.35,,0.23,,,0.85,0.8,,0.94,,,,0.75,,0.8,,0.5,,,,
VAPB,0.8,,,0.61,0.17,,,0.85,0.75,,0.9,,,,0.7,0.75,0.85,,0.61,,,0.7,
VARS2,,,0.0,,0.53,,0.5,,0.8,,0.9,,,,0.7,,,,0.8,,,0.6,
VASH1,,,,,,,,,,,,0.9,,0.7,,,,,,,,,
VASH2,,,,,,,,,,,,1.0,,0.8,,,,,,,,,
VASN,,,,0.69,0.16,,,0.76,0.67,,0.87,,,,0.8,,,,0.67,,,,
VASP,,,,,,,,,,,,0.8,,0.6,,,,,,,,,
VAT1,,,0.9,,0.5,,,,0.7,,0.8,,,,0.8,,,0.8,0.6,,,,
VAT1L,,,0.0,,0.68,,,0.4,0.8,,0.92,,,,,0.65,,0.9,0.5,0.95,,,
VAV1,,,,,,,,,,,,0.8,,0.6,,,,,,,,,
VAV2,,,0.0,,0.36,,0.6,0.5,0.7,,0.8,,,,0.6,,,0.85,0.9,0.72,,,
VAV3,,,,,,,,,,,,0.8,,,,,,,,,,,
VAX1,,,,0.78,0.11,,0.8,,0.5,,0.6,,,,,,,,0.4,0.93,,,
VAX2,0.7,,,,,,,,,,,,,,,,,,,,,,
VBP1,,,,,,,,,,,,,,,,,,,,,,,
VCAM1,,,,,,,,,,,,1.0,,0.6,,,,,,,,,
VCAN,,1.0,,1.0,0.12,,0.9,,0.6,,0.7,,,,,,,,,0.97,,,
VCL,,,,,,,,,,,,0.9,,0.6,,,,,,,,,
VCP,,,,1.0,0.9,,,,,,,,,,,,,,,,,,
VCPIP1,,,,1.0,0.02,,,,0.6,,0.8,,,,0.7,,,,0.7,,,0.5,
VCPKMT,,,0.0,,0.5,,,,0.7,,0.8,,,,0.7,0.6,0.8,0.9,0.5,,,0.6,
VCX,,,0.34,,0.0,,,,0.5,,0.51,,,,,,,,0.206,,,,
VCX2,,,0.2,,0.1,,,,0.5,,,,0.6,,,,,,0.5,,,,
VCX3A,,,0.31,,0.0,,,,0.7,,,,0.88,,,,0.4,,0.5,,,,
VCX3B,,,0.34,,0.0,,,,0.8,,,,,,,,0.6,,0.5,,,,
VCY,,,1.0,,1.0,,,0.6,0.7,,0.9,,,,,,0.5,,0.8,1.0,,,
VDAC1,,1.0,,0.97,0.07,,,0.1,0.8,,0.9,,,,,,,,0.8,,,0.6,
VDAC2,,,,0.63,0.19,,,,0.24,0.1,0.209,,,,0.85,,,,0.294,,,0.48,
VDAC3,,,,0.99,0.0,,,0.5,0.88,0.1,0.76,,,,,,0.85,,0.283,,,0.5,
VDR,,,0.0,,0.51,,0.8,,0.8,0.9,0.85,,,,0.8,,,,0.5,0.89,,,
VEGFA,0.8,1.0,0.0,,,,,,,,,,0.9,,,,,,,,0.86,,
VEGFB,,,0.0,,0.8,,,0.6,0.7,0.8,0.9,,,,0.8,,,,0.5,,,,
VEGFC,,,,,,,,,,,,1.0,,0.5,,,,,,,,,
VEGFD,,,0.0,,0.0,,,0.6,0.8,,0.9,,,,0.8,0.75,,,0.7,0.94,,,
VENTX,,,0.0,,0.5,,,0.6,0.7,,0.8,,,,,,,0.9,0.5,,,,
VENTXP1,,,1.0,,1.0,,,,0.6,,,,,,,,,,0.1,,,0.2,
VEPH1,,,0.0,,0.08,,,,0.8,,0.9,,,,0.8,0.75,,,0.7,,,,
VEZF1,,1.0,,0.99,0.05,,,,0.9,,,,0.83,,0.7,,,,0.52,0.63,,,
VEZT,,,,,,,,,,,,0.8,,,,,,,,,,,
VGF,,1.0,,0.56,0.2,,,,0.7,,0.9,,,,,,,,0.8,0.95,,,
VGLL1,,,,0.81,0.0,,,,0.8,,0.91,,,,0.7,,,,0.5,0.97,,,
VGLL2,,,,0.7,0.12,,0.5,,0.6,,0.8,,,,,,,0.7,0.5,1.0,,,0.6
VGLL3,,,0.06,,0.34,,0.75,,0.6,,0.85,,,,0.7,,,,0.5,,,,
VGLL4,,,0.2,,,,0.5,0.6,0.7,,,,0.9,,0.5,0.6,0.6,,0.4,0.8,,,
VHL,0.8,1.0,0.06,,0.41,,,0.6,0.7,,,,0.9,,0.8,,,,,,,0.54,
VHLL,,,0.0,,,,,,,,,,0.75,,,,,,,,,,
VIL1,,,0.0,,0.65,,0.1,,0.6,,0.8,,,,0.7,,0.9,,0.5,1.0,,,
VILL,,,0.0,,0.84,,,0.5,0.6,,0.9,,,,0.7,,,,0.7,,,,
VIM,,,,,,,,,,,,0.9,,0.6,,,,,,,,,
VIP,,,0.0,,,,0.5,0.6,0.8,,,,0.9,,0.8,,,,,,0.94,,
VIPAS39,0.8,,0.0,,0.54,,,,0.5,,0.68,,,,0.9,,0.7,,0.5,,,0.53,
VIPR1,,1.0,0.0,,,,,0.6,0.7,0.9,0.8,,,,,0.7,,,,,,,
VIPR2,,,0.0,,0.73,,0.6,0.9,0.75,0.9,0.85,,,,0.8,,,0.95,0.5,0.87,,,
VIRMA,,,0.0,,0.0,,,,0.6,,0.8,,,,0.7,,,,0.7,,,,
VIT,,,0.0,,,,0.5,0.6,0.8,,,,0.9,,0.7,0.7,,,,,,,
VKORC1,,,0.16,,0.33,,,,0.73,0.75,0.86,,,,0.8,,,,0.81,0.69,,,
VKORC1L1,,,,,,,,,,,,0.8,,0.6,,,,,,,,,
VLDLR,,,0.0,,0.52,,0.6,0.6,0.75,,0.85,,,,0.7,,,,0.8,0.93,,,
VMA21,,,,,,,,,,,,0.8,,,,,,,,,,,
VMAC,,,0.04,,0.68,,,0.1,0.25,,0.1,,,,,0.3,,,0.5,,,,
VMO1,,,0.0,,0.7,,,,0.7,,0.9,,,,0.9,0.75,,,0.6,,,,
VMP1,,,,0.97,0.87,,0.93,,0.87,,0.9,,,,0.75,,,,0.81,0.73,,,
VN1R1,,,1.0,,1.0,,,,0.6,,0.9,,,,0.8,,,0.8,0.7,0.9,,,
VN1R17P,,,0.0,,0.0,,,,,,,,,,,0.5,,,0.5,,,,
VN1R2,,,,,,,,,,,,0.8,,0.7,,,,,,,,,
VN1R3,,,0.0,,0.0,,,,,,,,,,,,,,0.5,,,0.4,
VN1R4,,,0.0,,0.0,,,,0.6,,,,0.8,,0.7,,,,0.7,,,,
VN1R5,,,1.0,,1.0,,,,0.7,,,,,,,,,,0.5,,,0.2,
VNN1,0.6,,0.0,,0.66,,,0.7,0.85,,,,0.9,,0.8,,0.75,,0.8,,0.99,,
VNN2,,,0.0,,0.5,0.9,,0.7,0.6,,0.8,,,,0.9,,0.8,,0.7,1.0,,,
VOPP1,,,0.32,,0.24,0.58,,,0.7,,0.85,,,,0.9,0.75,,,0.86,0.65,,,
VPREB1,,,0.1,,0.91,,,0.2,0.7,,0.9,,,,0.8,,,,0.95,0.95,,,
VPREB3,,,0.1,,0.92,,,0.1,0.7,,0.71,,,,0.5,0.65,,,0.123,,,,
VPS11,0.7,,0.0,,0.34,,,0.5,0.6,,0.8,,,,,,,,0.5,,,,
VPS13A,,,0.0,,,,0.8,,0.6,,,,0.7,,0.7,0.7,0.8,,,,0.5,,
VPS13B,,,0.0,,0.54,,0.5,,0.85,,0.9,,,,0.7,,0.8,,0.8,0.65,,,
VPS13C,,,0.0,,0.57,,0.7,,0.8,,0.9,,,,0.9,,0.75,,0.5,0.68,,,
VPS13D,0.8,1.0,0.0,,,,,,,,,,0.9,,0.7,0.75,0.8,,,,,,
VPS16,,,,,,,,,,,,1.0,,0.7,,,,,,,,,
VPS18,,,,,,,,,,,,0.8,,,,,,,,,,,
VPS25,,,,,,,,,,,,0.8,,,,,,,,,,,
VPS26A,,,,,,,,,,,,0.9,,0.6,,,,,,,,,
VPS26B,,,,,,,,,,,,0.8,,,,,,,,,,,
VPS26C,,,0.0,,0.0,,,,0.7,,,,0.9,,0.7,,0.9,,0.5,,,0.6,
VPS28,,,0.2,,0.5,,,0.6,0.7,,0.8,,,,0.9,,,,0.6,,,0.5,
VPS29,0.7,,,0.74,0.11,,,0.75,0.73,,0.93,,,,,,,,0.91,,,0.49,
VPS33A,,,,,,,,,,,,0.8,,0.6,,,,,,,,,
VPS33B,0.8,,0.0,,0.74,,,,0.6,,,,0.85,,0.7,,,,0.5,,,0.54,
VPS35,0.8,,,0.97,0.17,,,0.5,0.6,,0.9,,,,,,,,0.75,,,0.5,
VPS35L,0.7,,0.0,,,,,,,,,,0.9,,0.9,0.7,0.8,,,,,,
VPS36,,,0.04,,0.28,,,0.5,0.67,,0.87,,,,0.75,0.68,,,0.78,0.65,,,
VPS37A,0.6,,0.0,,0.41,,,0.5,0.8,,,,0.9,,0.8,,,,0.7,,,0.7,0.5
VPS37B,,,0.24,,0.26,,,0.5,0.67,,0.64,,,,0.8,,0.75,,0.57,,,0.59,
VPS37C,,,,,,,,,,,,0.8,,0.6,,,,,,,,,
VPS37D,,,,,,,,,,,,0.8,,,,,,,,,,,
VPS39,,,0.0,,0.5,,,0.5,0.6,,0.9,,,,0.8,,,,0.7,,,0.7,
VPS41,0.4,,0.0,,0.63,,,0.6,0.7,,0.9,,,,,,0.8,,0.7,,,0.5,
VPS45,0.5,,0.0,,0.43,,,0.6,0.8,,0.9,,,,,0.65,,,0.7,0.6,,0.7,
VPS4A,,,,0.93,0.14,0.89,0.5,0.6,0.75,,0.94,,,,0.7,0.78,0.85,,0.87,,,,
VPS4B,,,0.25,,0.24,0.68,,0.71,0.93,,1.0,,,,0.8,0.78,0.85,,0.89,0.63,,,
VPS50,,,1.0,,1.0,,,0.6,0.7,,0.9,,,,0.8,0.8,,,0.8,,,0.7,
VPS51,0.5,,0.0,,0.62,,,0.5,0.6,,0.7,,,,0.8,,,,0.6,,,0.7,
VPS52,,,0.0,,0.32,,0.5,0.5,0.7,,0.9,,,,0.7,,0.8,,0.6,,,0.6,
VPS53,,1.0,0.0,,0.43,,0.8,0.5,0.6,,0.7,,,,0.8,,,,,0.7,,,
VPS54,,1.0,,1.0,0.88,,,,0.6,,0.8,,,,0.7,,,,0.7,0.63,,,
VPS72,,,0.0,,0.5,,,,0.8,,0.9,,,,0.8,,,,0.5,,,0.7,
VPS8,,,0.0,,0.34,,,,0.6,,0.8,,,,0.6,0.65,,,0.5,,,0.5,
VPS9D1,,,0.0,,,,0.5,,,,,,0.9,,0.8,,,,,,,,
VRK1,0.8,,0.0,,0.36,,,0.5,0.7,,0.9,,,,0.75,0.82,,,0.5,,,,
VRK2,,,,,,,,,,,,0.9,,0.75,,,,,,,,,
VRK3,,,0.0,,0.74,,,,0.85,,0.9,,,,0.7,,,,0.5,0.88,,,0.6
VRTN,,,,0.99,0.94,,,0.7,0.8,,,,0.9,,,,,,0.7,1.0,,,
VSIG1,,,0.0,,0.49,,,0.75,0.7,,0.9,,,,0.8,,,,0.6,,,,0.6
VSIG10,,,0.0,,0.56,0.77,,,0.6,,0.85,,,,0.8,0.7,,,0.8,,,,
VSIG10L,,,0.0,,0.0,,,,0.7,,0.6,,,,0.5,,,0.9,0.8,,,,
VSIG10L2,,,0.0,,0.0,,,,,,,,,,0.7,0.4,,,0.5,,,,
VSIG2,,,0.0,,0.64,,0.5,0.6,0.7,,0.9,,,,0.8,,,,0.5,,,,
VSIG4,,,0.0,,0.4,0.8,,0.6,0.5,,0.7,,,,0.8,0.7,,,0.6,,,,
VSIG8,,,0.0,,0.49,,,0.6,0.7,,,,,,0.7,,,,0.6,,,,
VSIR,,,1.0,,1.0,,,,0.7,,0.9,,,,0.9,0.85,,,0.8,,,,
VSNL1,,,0.49,,0.2,0.52,,,0.67,,0.99,,,,0.9,,,0.85,0.76,0.96,,,0.5
VSTM1,,,0.0,,0.89,,,0.8,0.9,,0.7,,,,0.8,,,,0.6,1.0,,,
VSTM2A,,,0.6,,0.5,,,0.3,0.6,,0.8,,,,0.9,,,,0.4,,,,
VSTM2B,,,0.0,,0.0,,,,0.6,,0.5,,,,0.7,,,0.8,0.5,0.9,,,
VSTM2L,,,,,,,,,,,,1.0,,,,,,,,,,,
VSTM4,,,0.14,,0.28,0.42,0.8,,0.8,,0.76,,,,0.9,,,,0.64,0.8,,,
VSTM5,,,0.0,,0.0,,,,0.6,,0.8,,,,0.7,0.75,,,0.5,0.88,,,
VSX1,0.8,,0.04,,0.39,,,0.7,0.6,,,,0.9,,,,0.8,,0.5,,,,0.5
VSX2,0.8,1.0,0.0,,0.58,,,0.6,0.7,,,,0.9,,,,,,,,0.99,,
VTA1,,,0.0,,,,0.5,0.6,0.8,,,,0.9,,0.6,0.6,,,,,,0.5,
VTCN1,,,0.0,,0.3,0.7,,0.2,0.6,,0.8,,,,0.8,,,,0.5,,,,
VTI1A,,,0.0,,,,0.8,0.5,0.6,,0.7,,,,0.7,,0.8,,,,,0.6,0.5
